0.000012 -0.100044
0.001112 -0.099508
0.002322 -0.098161
0.003638 -0.096059
0.005056 -0.093257
0.006572 -0.089802
0.008182 -0.085736
0.009884 -0.081099
0.011675 -0.075926
0.013554 -0.070246
0.015519 -0.064084
0.017570 -0.057463
0.019707 -0.050400
0.021930 -0.042908
0.024239 -0.034997
0.026637 -0.026672
0.029126 -0.017935
0.031707 -0.008786
0.034385 0.000782
0.037162 0.010778
0.040043 0.021212
0.043033 0.032101
0.046136 0.043462
0.049359 0.055318
0.052708 0.067692
0.056190 0.080613
0.059812 0.094110
0.063582 0.108217
0.067509 0.122969
0.071602 0.138404
0.075870 0.154563
0.080323 0.171488
0.084972 0.189226
0.089829 0.207823
0.004974 -1.879587
0.008431 -1.874959
0.010598 -1.871104
0.011470 -1.868002
0.011039 -1.865637
0.009293 -1.863995
0.006217 -1.863065
0.001792 -1.862843
-0.004007 -1.863324
-0.011207 -1.864509
-0.019841 -1.866402
-0.029945 -1.869008
-0.041562 -1.872337
-0.054736 -1.876403
-0.069521 -1.881221
-0.085971 -1.886811
-0.104149 -1.893192
-0.124122 -1.900391
-0.145962 -1.908434
-0.169747 -1.917351
-0.195562 -1.927176
-0.223497 -1.937943
-0.253647 -1.949690
-0.286116 -1.962459
-0.321011 -1.976291
-0.358448 -1.991233
-0.398548 -2.007331
-0.441441 -2.024637
-0.487263 -2.043202
-0.536155 -2.063080
-0.588267 -2.084329
-0.643758 -2.107007
-0.702792 -2.131175
-0.765541 -2.156895
-0.067749 1.766918
-0.127870 1.705081
-0.179325 1.651415
-0.222744 1.605684
-0.258713 1.567698
-0.287775 1.537302
-0.310431 1.514385
-0.327140 1.498868
-0.338325 1.490713
-0.344370 1.489911
-0.345623 1.496490
-0.342397 1.510507
-0.334973 1.532049
-0.323598 1.561232
-0.308490 1.598200
-0.289838 1.643118
-0.267802 1.696181
-0.242518 1.757601
-0.214093 1.827614
-0.182615 1.906474
-0.148146 1.994454
-0.110731 2.091842
-0.070393 2.198944
-0.027138 2.316076
0.019045 2.443568
0.068182 2.581760
0.120312 2.731002
0.175488 2.891649
0.233772 3.064065
0.295237 3.248618
0.359963 3.445678
0.428038 3.655617
0.499555 3.878809
0.574610 4.115624
-0.907509 -69.843788
-0.834452 -70.472997
-0.770007 -71.117032
-0.713509 -71.775100
-0.664348 -72.446470
-0.621978 -73.130468
-0.585902 -73.826475
-0.555680 -74.533924
-0.530919 -75.252295
-0.511274 -75.981117
-0.496443 -76.719958
-0.486168 -77.468426
-0.480228 -78.226165
-0.478436 -78.992852
-0.480644 -79.768194
-0.486728 -80.551924
-0.496598 -81.343797
-19.214280 -1.513557
-19.788277 -1.631819
-20.386621 -1.755332
-21.009794 -1.884166
-21.658296 -2.018409
-22.332654 -2.158165
-23.033411 -2.303554
-23.761136 -2.454713
-24.516420 -2.611796
-25.299875 -2.774973
-26.112139 -2.944431
-26.953865 -3.120372
-27.825737 -3.303017
-28.728462 -3.492603
-29.662761 -3.689380
-30.629387 -3.893618
-31.629117 -4.105603
-32.662741 -4.325636
-33.731083 -4.554035
-34.834990 -4.791135
-35.975324 -5.037285
-37.152981 -5.292851
-38.368876 -5.558218
-39.623953 -5.833785
-40.919170 -6.119966
-42.255519 -6.417192
-43.634018 -6.725912
-45.055697 -7.046587
-46.521623 -7.379698
-48.032889 -7.725741
-49.590599 -8.085226
-51.195895 -8.458680
-52.849947 -8.846649
-54.553934 -9.249690
-56.309075 -9.668377
-58.116611 -10.103303
-59.977808 -10.555074
-61.893969 -11.024316
-63.866390 -11.511660
-65.896427 -12.017764
-67.985450 -12.543298
-70.134857 -13.088946
-72.346071 -13.655410
-74.620557 -14.243409
-76.959765 -14.853670
-79.365212 -15.486943
-81.838430 -16.143991
-84.380978 -16.825594
-86.994440 -17.532545
-89.680447 -18.265659
-92.440608 -19.025752
-12.819647 -0.319608
