tar_x(m) tar_y(m) tar_th(deg) vel_x(m/s) vel_y(m/s) cog_x(m) cog_y(m) L(0)R(1) STATE(0-2) ZMP_x(m) ZMP_y(m) ax0 ax1 ax2 ax3 ax4 ax5 ay0 ay1 ay2 ay3 ay4 ay5
0.12 0 -90.0 -0.04 0 -0.018 0 0 0 0 -0.05 -0.0184058 -0.0387751 0.59217 -1.87915 3.09807 -2.05557 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 -0.012 0 0 0 0 -0.05 -0.0124013 -0.0384143 0.484554 -1.4884 2.44139 -1.59075 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 -0.006 0 0 0 0 -0.05 -0.00639679 -0.0380536 0.376938 -1.09766 1.78472 -1.12592 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.000 0 0 0 0 -0.05 -0.000392279 -0.0376929 0.269322 -0.706913 1.12805 -0.661096 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.006 0 0 0 0 -0.05 0.00561223 -0.0373321 0.161705 -0.316168 0.471371 -0.19627 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.012 0 0 0 0 -0.05 0.0116167 -0.0369714 0.054089 0.0745779 -0.185304 0.268556 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.018 0 0 0 0 -0.05 0.0176212 -0.0366107 -0.0535273 0.465323 -0.841979 0.733382 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.024 0 0 0 0 -0.05 0.0236257 -0.0362499 -0.161144 0.856069 -1.49865 1.19821 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.030 0 0 0 0 -0.05 0.0296303 -0.0358892 -0.26876 1.24681 -2.15533 1.66303 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.04 0 0.036 0 0 0 0 -0.05 0.0356348 -0.0355285 -0.376376 1.63756 -2.812 2.12786 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 -0.030 0 0 0 0 -0.05 -0.0300215 -0.00146522 0.575803 -2.01279 3.42021 -2.31156 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 -0.024 0 0 0 0 -0.05 -0.024017 -0.00110449 0.468186 -1.62204 2.76353 -1.84674 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 -0.018 0 0 0 0 -0.05 -0.0180125 -0.000743753 0.36057 -1.2313 2.10686 -1.38191 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 -0.012 0 0 0 0 -0.05 -0.012008 -0.00038302 0.252954 -0.840553 1.45018 -0.917085 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 -0.006 0 0 0 0 -0.05 -0.00600347 -2.22858e-05 0.145338 -0.449808 0.793508 -0.452259 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 0.000 0 0 0 0 -0.05 1.03268e-06 0.000338448 0.0377213 -0.0590622 0.136833 0.0125672 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 0.006 0 0 0 0 -0.05 0.00600554 0.000699182 -0.069895 0.331683 -0.519842 0.477393 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 0.012 0 0 0 0 -0.05 0.01201 0.00105992 -0.177511 0.722429 -1.17652 0.942219 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 0.018 0 0 0 0 -0.05 0.0180146 0.00142065 -0.285128 1.11317 -1.83319 1.40704 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
0.12 0 -90.0 -0.00 0 0.024 0 0 0 0 -0.05 0.0240191 0.00178138 -0.392744 1.50392 -2.48987 1.87187 -5.04076e-06 -0.00150462 -0.174007 0.286613 -0.67962 0.0154068
