0,0,0,1.50557E-006,-4.47877E-006,9.25406E-007,-4.82843E-006
0.01,0,0,6.28573E-006,-3.14914E-005,6.70344E-006,-3.49763E-005
0.02,0,0,1.85463E-005,-9.16405E-005,0.00001911,-9.97105E-005
0.03,0,0,3.80048E-005,-0.000183593,3.82337E-005,-0.000199047
0.04,0,0,6.44063E-005,-0.000306152,6.42906E-005,-0.000332213
0.05,0,0,9.75239E-005,-0.000458253,9.72457E-005,-0.000498167
0.06,0,0,0.00013716,-0.000638973,0.000136865,-0.000695718
0.07,0,0,0.000183144,-0.000847528,0.000182914,-0.000923824
0.08,0,0,0.00023534,-0.00108328,0.000235204,-0.00118167
0.09,0,0,0.000293637,-0.00134572,0.000293599,-0.00146864
0.1,0,0,0.000357958,-0.00163451,0.000358005,-0.00178433
0.11,0,0,0.000428259,-0.00194945,0.000428364,-0.00212852
0.12,0,0,0.000504525,-0.00229047,0.000504661,-0.00250118
0.13,0,0,0.000586777,-0.00265769,0.000586917,-0.00290245
0.14,0,0,0.000675067,-0.00305136,0.000675188,-0.00333264
0.15,0,0,0.000769482,-0.00347189,0.000769569,-0.00379225
0.16,0,0,0.000870144,-0.00391985,0.000870188,-0.00428194
0.17,0,0,0.000977209,-0.00439598,0.000977208,-0.00480253
0.18,0,0,0.00109087,-0.00490117,0.00109083,-0.00535502
0.19,0,0,0.00121136,-0.00543648,0.00121129,-0.00594059
0.2,0,0,0.00133894,-0.00600313,0.00133885,-0.00656055
0.21,0,0,0.00147392,-0.00660253,0.00147382,-0.00721642
0.22,0,0,0.00161663,-0.00723624,0.00161655,-0.00790989
0.23,0,0,0.00176746,-0.007906,0.0017674,-0.00864281
0.24,0,0,0.00192683,-0.00861373,0.0019268,-0.00941722
0.25,0,0,0.0020952,-0.00936151,0.0020952,-0.0102354
0.26,0,0,0.00227307,-0.0101516,0.0022731,-0.0110996
0.27,0,0,0.00246098,-0.0109865,0.00246103,-0.0120127
0.28,0,0,0.00265952,-0.0118689,0.00265957,-0.0129773
0.29,0,0,0.0028693,-0.0128014,0.00286935,-0.0139965
0.3,0,0,0.00309101,-0.0137873,0.00309103,-0.0150737
0.31,0,0,0.00332535,-0.0148296,0.00332534,-0.0162134
0.32,0,0,0.00357307,-0.0159317,0.00357304,-0.0174213
0.33,0,0,0.00383499,-0.0170973,0.00383496,-0.018696
0.34,0,-0.05,0.00412645,-0.0183106,0.00411198,-0.0199993
0.35,0,-0.05,0.00443133,-0.0194433,0.00440504,-0.0212438
0.36,0,-0.05,0.00475185,-0.0204953,0.00471514,-0.0223909
0.37,0,-0.05,0.0050895,-0.0214681,0.00504349,-0.0234391
0.38,0,-0.05,0.00544575,-0.0223634,0.00539183,-0.0243932
0.39,0,-0.05,0.0058221,-0.0231826,0.00576164,-0.0252569
0.4,0,-0.05,0.00622006,-0.023927,0.00615421,-0.0260332
0.41,0,-0.05,0.00664115,-0.0245977,0.00657085,-0.026725
0.42,0,-0.05,0.00708697,-0.0251959,0.00701296,-0.0273344
0.43,0,-0.05,0.00755917,-0.0257225,0.00748205,-0.0278637
0.44,0,-0.05,0.00805944,-0.0261782,0.00797975,-0.0283145
0.45,0,-0.05,0.00858959,-0.0265636,0.00850778,-0.0286884
0.46,0,-0.05,0.00915149,-0.0268792,0.00906799,-0.0289866
0.47,0,-0.05,0.00974714,-0.0271252,0.00966233,-0.0292102
0.48,0,-0.05,0.0103786,-0.0273018,0.0102929,-0.0293598
0.49,0,-0.05,0.0110482,-0.0274087,0.0109619,-0.0294359
0.5,0,-0.05,0.0117583,-0.0274458,0.0116718,-0.0294386
0.51,0,-0.05,0.0125114,-0.0274123,0.012425,-0.0293679
0.52,0,-0.05,0.0133101,-0.0273076,0.0132243,-0.0292235
0.53,0,-0.05,0.0141574,-0.0271307,0.0140725,-0.0290047
0.54,0,-0.05,0.0150564,-0.0268803,0.0149726,-0.0287107
0.55,0,-0.05,0.0160103,-0.026555,0.0159278,-0.0283404
0.56,0,-0.05,0.0170226,-0.0261531,0.0169417,-0.0278923
0.57,0,-0.05,0.0180969,-0.0256725,0.0180178,-0.0273647
0.58,0,-0.05,0.0192373,-0.025111,0.0191601,-0.0267557
0.59,0,-0.05,0.0204479,-0.024466,0.0203725,-0.0260629
0.6,0,-0.05,0.0217332,-0.0237347,0.0216596,-0.0252839
0.61,0,-0.05,0.023098,-0.0229139,0.023026,-0.0244158
0.62,0,-0.05,0.0245471,-0.0220002,0.0244765,-0.0234553
0.63,0,-0.05,0.0260861,-0.0209898,0.0260165,-0.022399
