0 -0.05 0 9.61663e-07 0.00031604 0.0352379 -0.0556214 0.129835 0.00949606 -4.8335e-06 -0.00143615 -0.166368 0.274714 -0.651063 0.0173039
0.0514396 0.0587705 0.15708 0.00376618 0.0273655 0.0645195 0.198605 0.029669 0.725664 -0.0175467 -0.108633 0.545261 -0.500289 1.04681 0.562982
0.067083 -0.0399983 0.15708 -0.0274886 0.225822 -0.508286 1.35749 -1.34808 1.68055 0.000378065 0.238264 -0.894199 1.32906 -1.98781 0.310328
0.0514396 0.0587705 0.15708 -0.0260815 0.206869 -0.471641 1.22441 -1.22898 1.48321 -0.000183223 -0.218762 0.890875 -1.19045 1.92136 0.0257312
0.067083 -0.0399983 0.15708 -0.0309839 0.245661 -0.564092 1.45827 -1.466 1.74927 0.00291982 0.222929 -0.848249 1.24089 -1.87939 0.244982
0.0514396 0.0587705 0.15708 -0.0265563 0.209311 -0.477727 1.23396 -1.23869 1.48826 0.000193479 -0.22102 0.897597 -1.20328 1.93705 0.0162998
0.067083 -0.0399983 0.15708 -0.0310801 0.246035 -0.564609 1.45819 -1.46474 1.74794 0.00301596 0.222555 -0.847732 1.24098 -1.88065 0.246311
0.0514396 0.0587705 0.15708 -0.0265554 0.209406 -0.478338 1.23543 -1.24073 1.48923 0.0001925 -0.221115 0.898208 -1.20444 1.93741 0.0171311
0.067083 -0.0399983 0.15708 -0.0310811 0.245936 -0.564574 1.45767 -1.46616 1.7481 0.00301597 0.222556 -0.847516 1.24014 -1.87864 0.244655
0.0514396 0.0587705 0.15708 -0.0266605 0.20888 -0.478584 1.22819 -1.23486 1.47062 0.000293598 -0.221001 0.897282 -1.1989 1.92965 0.0263031
0.067083 -0.0399983 0.15708 -0.0316159 0.242334 -0.573691 1.42959 -1.4648 1.64051 0.00323033 0.224047 -0.842801 1.24955 -1.87491 0.287895
0 0 0 -0.0307117 0.183189 -0.54619 1.07953 -1.51724 1.24692 0.0028534 -0.205078 0.952294 -1.29922 3.43686 -3.17842
0 0 0 -0.0299651 0.169183 -0.438498 0.63876 -0.50859 0.172303 -0.0233397 0.134168 -0.351823 0.515129 -0.410066 0.138406
