0,0,0,1.50557E-006,-4.47877E-006,9.25406E-007,-4.44284E-006
0.01,0,0,6.28573E-006,-3.14914E-005,6.70344E-006,-3.21832E-005
0.02,0,0,1.85463E-005,-9.16405E-005,0.00001911,-0.000091748
0.03,0,0,3.80048E-005,-0.000183593,3.82337E-005,-0.000183117
0.04,0,0,6.44063E-005,-0.000306152,6.42906E-005,-0.000305426
0.05,0,0,9.75239E-005,-0.000458253,9.72457E-005,-0.000457648
0.06,0,0,0.00013716,-0.000638973,0.000136865,-0.000638691
0.07,0,0,0.000183144,-0.000847528,0.000182914,-0.00084761
0.08,0,0,0.00023534,-0.00108328,0.000235204,-0.00108366
0.09,0,0,0.000293637,-0.00134572,0.000293599,-0.0013463
0.1,0,0,0.000357958,-0.00163451,0.000358005,-0.00163516
0.11,0,0,0.000428259,-0.00194945,0.000428364,-0.00195004
0.12,0,0,0.000504525,-0.00229047,0.000504661,-0.0022909
0.13,0,0,0.000586777,-0.00265769,0.000586917,-0.0026579
0.14,0,0,0.000675067,-0.00305136,0.000675188,-0.00305131
0.15,0,0,0.000769482,-0.00347189,0.000769569,-0.0034716
0.16,0,0,0.000870144,-0.00391985,0.000870188,-0.00391936
0.17,0,0,0.000977209,-0.00439598,0.000977208,-0.00439536
0.18,0,0,0.00109087,-0.00490117,0.00109083,-0.00490051
0.19,0,0,0.00121136,-0.00543648,0.00121129,-0.00543588
0.2,0,0,0.00133894,-0.00600313,0.00133885,-0.0060027
0.21,0,0,0.00147392,-0.00660253,0.00147382,-0.00660233
0.22,0,0,0.00161663,-0.00723624,0.00161655,-0.00723633
0.23,0,0,0.00176746,-0.007906,0.0017674,-0.00790639
0.24,0,0,0.00192683,-0.00861373,0.0019268,-0.00861438
0.25,0,0,0.0020952,-0.00936151,0.0020952,-0.00936235
0.26,0,0,0.00227307,-0.0101516,0.0022731,-0.0101525
0.27,0,0,0.00246098,-0.0109865,0.00246103,-0.0109873
0.28,0,0,0.00265952,-0.0118689,0.00265957,-0.0118691
0.29,0,0,0.0028693,-0.0128014,0.00286935,-0.012801
0.3,0,0,0.00309101,-0.0137873,0.00309103,-0.0137858
0.31,0,0,0.00332535,-0.0148296,0.00332534,-0.0148279
0.32,0,0,0.00357307,-0.0159317,0.00357304,-0.0159325
0.33,0,0,0.00383499,-0.0170973,0.00383496,-0.0170981
0.34,0,-0.05,0.00412645,-0.0183077,0.00411198,-0.018286
0.35,0,-0.05,0.00443133,-0.019419,0.00440504,-0.0194083
0.36,0,-0.05,0.00475185,-0.020425,0.00471514,-0.0204262
0.37,0,-0.05,0.0050895,-0.0213284,0.00504349,-0.0213377
0.38,0,-0.05,0.00544575,-0.0221316,0.00539183,-0.0221466
0.39,0,-0.05,0.0058221,-0.0228369,0.00576164,-0.0228562
0.4,0,-0.05,0.00622006,-0.0234464,0.00615421,-0.023469
0.41,0,-0.05,0.00664115,-0.0239619,0.00657085,-0.0239871
0.42,0,-0.05,0.00708697,-0.0243848,0.00701296,-0.0244124
0.43,0,-0.05,0.00755917,-0.0247166,0.00748205,-0.0247461
0.44,0,-0.05,0.00805944,-0.0249581,0.00797975,-0.0249896
0.45,0,-0.05,0.00858959,-0.0251103,0.00850778,-0.0251435
0.46,0,-0.05,0.00915149,-0.0251735,0.00906799,-0.0252083
0.47,0,-0.05,0.00974714,-0.0251479,0.00966233,-0.0251842
0.48,0,-0.05,0.0103786,-0.0250335,0.0102929,-0.0250711
0.49,0,-0.05,0.0110482,-0.0248297,0.0109619,-0.0248684
0.5,0,-0.05,0.0117583,-0.0245358,0.0116718,-0.0245754
0.51,0,-0.05,0.0125114,-0.0241508,0.012425,-0.0241908
0.52,0,-0.05,0.0133101,-0.0236731,0.0132243,-0.0237134
0.53,0,-0.05,0.0141574,-0.023101,0.0140725,-0.0231412
0.54,0,-0.05,0.0150564,-0.0224324,0.0149726,-0.0224722
0.55,0,-0.05,0.0160103,-0.0216647,0.0159278,-0.0217038
0.56,0,-0.05,0.0170226,-0.020795,0.0169417,-0.0208332
0.57,0,-0.05,0.0180969,-0.01982,0.0180178,-0.0198573
0.58,0,-0.05,0.0192373,-0.0187362,0.0191601,-0.0187723
0.59,0,-0.05,0.0204479,-0.0175393,0.0203725,-0.0175744
0.6,0,-0.05,0.0217332,-0.0162248,0.0216596,-0.0162591
0.61,0,-0.05,0.023098,-0.0147878,0.023026,-0.0148216
0.62,0,-0.05,0.0245471,-0.013223,0.0244765,-0.0132567
0.63,0,-0.05,0.0260861,-0.0115244,0.0260165,-0.0115588
0.64,0,-0.05,0.0277204,-0.00968585,0.0276516,-0.00972129
0.65,0,-0.05,0.0294561,-0.00770055,0.0293889,-0.00773557
0.66,0,-0.05,0.0312994,-0.00556128,0.031237,-0.00559063
0.67,0,-0.05,0.0332569,-0.00326031,0.0331962,-0.00328921
0.68,0.06,0.05,0.0353517,-0.000795373,0.0352226,-0.000908011
0.69,0.06,0.05,0.0373638,0.00150182,0.0372133,0.0013777
0.7,0.06,0.05,0.0392911,0.00362089,0.0391242,0.00349109
0.71,0.06,0.05,0.0411406,0.00556882,0.040956,0.00542906
0.72,0.06,0.05,0.0429193,0.00735215,0.0427177,0.00720139
0.73,0.06,0.05,0.0446339,0.008977,0.0444169,0.00881606
0.74,0.06,0.05,0.0462907,0.0104491,0.04606,0.0102793
0.75,0.06,0.05,0.0478959,0.0117736,0.0476528,0.0115963
0.76,0.06,0.05,0.0494554,0.0129554,0.049201,0.0127722
0.77,0.06,0.05,0.0509752,0.0139989,0.0507104,0.0138112
0.78,0.06,0.05,0.0524607,0.014908,0.0521863,0.0147171
0.79,0.06,0.05,0.0539175,0.0156862,0.0536341,0.0154935
0.8,0.06,0.05,0.055351,0.0163366,0.0550591,0.0161431
0.81,0.06,0.05,0.0567665,0.0168617,0.0564663,0.0166684
0.82,0.06,0.05,0.058169,0.0172638,0.057861,0.0170713
0.83,0.06,0.05,0.0595639,0.0175444,0.0592482,0.0173535
0.84,0.06,0.05,0.0609562,0.0177049,0.0606328,0.017516
0.85,0.06,0.05,0.062351,0.017746,0.06202,0.0175594
0.86,0.06,0.05,0.0637534,0.017668,0.0634146,0.017484
0.87,0.06,0.05,0.0651686,0.0174708,0.064822,0.0172895
0.88,0.06,0.05,0.0666017,0.0171538,0.066247,0.0169754
0.89,0.06,0.05,0.068058,0.0167159,0.0676949,0.0165411
0.9,0.06,0.05,0.0695429,0.0161555,0.069171,0.0159853
