time(s) ref_x(m) zmp_x(m) cog_x(m) ref_y(m) zmp_y(m) cog_y(m) vel_x(m) vel_y(m) acc_x(m) acc_y(m)
0 0 0 0.102471 0 0 -0.00165241 0.235179 -0.16042 -5.39994 1.44636
0.01 0 0.251093 0.104547 0 -0.0414604 -0.00318404 0.179402 -0.145879 -5.75554 1.46189
0.02 0 0.262957 0.106062 0 -0.0434195 -0.00457183 0.124407 -0.13189 -5.24329 1.33598
0.03 0 0.250373 0.107053 0 -0.0413419 -0.00582613 0.0747633 -0.119188 -4.68553 1.20427
0.04 0 0.236013 0.107575 0 -0.0389711 -0.00695986 0.0305072 -0.107765 -4.1657 1.08038
0.05 0 0.222227 0.10768 0 -0.0366952 -0.00798542 -0.00876805 -0.0975378 -3.68934 0.965101
0.06 0 0.209221 0.107415 0 -0.0345478 -0.00891433 -0.0434846 -0.0884229 -3.25396 0.857879
0.07 0 0.196974 0.106824 0 -0.0325257 -0.00975732 -0.0740367 -0.0803431 -2.85647 0.758078
0.08 0 0.185442 0.105947 0 -0.0306218 -0.0105244 -0.100789 -0.0732273 -2.4939 0.665083
0.09 0 0.174586 0.10482 0 -0.0288294 -0.0112249 -0.124076 -0.0670103 -2.16351 0.57832
0.1 0 0.164366 0.103476 0 -0.0271419 -0.0118674 -0.144207 -0.0616324 -1.86273 0.497251
0.11 0 0.154744 0.101945 0 -0.0255532 -0.0124601 -0.161466 -0.0570394 -1.58917 0.421353
0.12 0 0.145684 0.100255 0 -0.024057 -0.0130106 -0.176115 -0.0531818 -1.34068 0.350169
0.13 0 0.137155 0.0984308 0 -0.0226483 -0.0135261 -0.188395 -0.0500146 -1.1152 0.283255
0.14 0 0.129124 0.0964945 0 -0.0213221 -0.0140131 -0.198525 -0.0474974 -0.910875 0.220191
0.15 0 0.121564 0.0944668 0 -0.0200734 -0.0144781 -0.206709 -0.0455935 -0.725948 0.160584
0.16 0 0.114447 0.0923662 0 -0.0188978 -0.0149269 -0.213133 -0.0442703 -0.558807 0.10406
0.17 0 0.107746 0.0902094 0 -0.017791 -0.0153653 -0.217967 -0.0434987 -0.407958 0.050269
0.18 0 0.101438 0.0880116 0 -0.0167489 -0.0157986 -0.221367 -0.043253 -0.272017 -0.00112382
0.19 0 0.0954983 0.0857864 0 -0.0157677 -0.016232 -0.223475 -0.0435107 -0.149704 -0.0504349
0.2 0 0.0899067 0.083546 0 -0.0148439 -0.0166705 -0.224423 -0.0442528 -0.0398355 -0.0979659
0.21 0 0.0846424 0.0813014 0 -0.0139742 -0.0171187 -0.224329 -0.0454626 0.0586858 -0.144005
0.22 0 0.0796862 0.0790625 0 -0.0131552 -0.0175812 -0.223301 -0.0471268 0.146874 -0.188827
0.23 0 0.0750201 0.0768382 0 -0.0123842 -0.0180627 -0.221438 -0.0492344 0.225666 -0.232698
0.24 0 0.0706272 0.0746362 0 -0.0116581 -0.0185674 -0.21883 -0.0517772 0.29593 -0.275873
0.25 0 0.0664914 0.0724638 0 -0.0109745 -0.0190996 -0.215558 -0.0547496 0.35847 -0.3186
0.26 0 0.0625976 0.070327 0 -0.0103308 -0.0196638 -0.211696 -0.0581482 0.414027 -0.361119
0.27 0 0.0589318 0.0682316 0 -0.00972472 -0.020264 -0.207309 -0.0619721 0.46329 -0.403666
0.28 0 0.0554805 0.0661824 0 -0.00915397 -0.0209046 -0.202458 -0.0662228 0.506892 -0.446467
0.29 0 0.0522312 0.0641838 0 -0.00861655 -0.0215899 -0.197197 -0.0709038 0.545424 -0.489736
0.3 0 0.0491722 0.0622397 0 -0.00811095 -0.0223242 -0.191573 -0.0760202 0.579429 -0.533548
0.31 0 0.0462921 0.0603534 0 -0.00763936 -0.0231118 -0.185628 -0.0815716 0.609413 -0.576734
0.32 0 0.0435806 0.0585281 0 -0.00723837 -0.0239568 -0.179402 -0.087487 0.635843 -0.606342
0.33 0 0.0410278 0.0567662 0 -0.0072685 -0.0248602 -0.172927 -0.0930091 0.659154 -0.498074
0.34 0 0.0386244 0.0550702 0 -0.0111517 -0.0257915 -0.166233 -0.0908747 0.679747 0.924951
0.35 0 0.0363616 0.0534422 -0.05 -0.0512488 -0.0266521 -0.159344 -0.0810679 0.697998 1.03641
0.36 0 0.0342313 0.0518839 -0.05 -0.0551772 -0.0274114 -0.152283 -0.0708198 0.714254 1.01321
0.37 0 0.0322256 0.0503971 -0.05 -0.0552978 -0.0280695 -0.145067 -0.0608554 0.72884 0.97967
0.38 0 0.0303372 0.0489831 -0.05 -0.0550328 -0.0286296 -0.137713 -0.0512131 0.742059 0.948805
0.39 0 0.0285594 0.0476432 -0.05 -0.0547434 -0.0290947 -0.130231 -0.0418598 0.754194 0.921854
0.4 0 0.0268856 0.0463788 -0.05 -0.0544668 -0.0294676 -0.122633 -0.0327564 0.765511 0.898829
0.41 0 0.0253097 0.0451909 -0.05 -0.054206 -0.0297505 -0.114924 -0.0238641 0.776259 0.879628
0.42 0 0.023826 0.0440807 -0.05 -0.0539605 -0.0299454 -0.107109 -0.0151452 0.786673 0.86415
0.43 0 0.0224291 0.0430491 -0.05 -0.0537294 -0.0300539 -0.0991911 -0.00656289 0.796978 0.852309
0.44 0 0.0211139 0.0420972 -0.05 -0.0535119 -0.030077 -0.0911693 0.00191881 0.807382 0.844031
0.45 0 0.0198757 0.0412261 -0.05 -0.0533073 -0.0300157 -0.083042 0.0103354 0.818083 0.83929
0.46 0 0.01871 0.0404367 -0.05 -0.0531155 -0.0298704 -0.0748052 0.0187219 0.829278 0.838015
0.47 0 0.0176126 0.0397304 -0.05 -0.0529351 -0.0296413 -0.066453 0.0271129 0.841156 0.840175
0.48 0 0.0165793 0.0391081 -0.05 -0.0527653 -0.029328 -0.0579778 0.0355425 0.853896 0.845754
0.49 0 0.0156064 0.0385712 -0.05 -0.0526057 -0.0289302 -0.0493699 0.0440451 0.867672 0.854752
0.5 0 0.0146904 0.0381212 -0.05 -0.0524555 -0.0284468 -0.0406183 0.0526547 0.882657 0.867181
0.51 0 0.0138279 0.0377594 -0.05 -0.0523142 -0.0278766 -0.0317099 0.061406 0.899019 0.883069
0.52 0 0.0130158 0.0374875 -0.05 -0.0521813 -0.0272181 -0.0226302 0.0703336 0.916925 0.902455
0.53 0 0.0122511 0.0373074 -0.05 -0.0520563 -0.0264692 -0.0133628 0.0794729 0.936541 0.925393
0.54 0 0.0115311 0.037221 -0.05 -0.0519388 -0.0256278 -0.00388998 0.0888596 0.958034 0.951951
0.55 0 0.0108531 0.0372304 -0.05 -0.0518283 -0.0246911 0.00580805 0.0985304 0.981571 0.982212
0.56 0 0.0102146 0.037338 -0.05 -0.0517244 -0.0236561 0.0157525 0.108523 1.00732 1.01627
0.57 0 0.00961346 0.0375463 -0.05 -0.0516269 -0.0225194 0.0259665 0.118875 1.03546 1.05424
0.58 0 0.00904732 0.0378583 -0.05 -0.0515352 -0.0212773 0.0364746 0.129628 1.06617 1.09624
0.59 0 0.00851417 0.0382769 -0.05 -0.0514491 -0.0199254 0.0473036 0.140821 1.09962 1.14242
0.6 0 0.00801206 0.0388055 -0.05 -0.0513683 -0.0184592 0.0584817 0.152498 1.13601 1.19294
0.61 0 0.00753917 0.0394478 -0.05 -0.0512924 -0.0168737 0.0700394 0.164702 1.17553 1.24796
0.62 0 0.00709378 0.0402077 -0.05 -0.0512212 -0.0151633 0.082009 0.177481 1.21838 1.30768
0.63 0 0.00667432 0.0410894 -0.05 -0.0511544 -0.013322 0.0944246 0.19088 1.26475 1.37227
0.64 0 0.00627978 0.0420978 -0.05 -0.0510908 -0.0113434 0.107322 0.20495 1.31469 1.44166
0.65 0 0.00591358 0.0432376 -0.05 -0.0510222 -0.00922066 0.120729 0.219725 1.36676 1.51332
0.66 0 0.00562034 0.0445139 -0.05 -0.0508716 -0.00694694 0.13459 0.235097 1.40539 1.56116
0.67 0 0.00583338 0.045928 -0.05 -0.0499145 -0.00452166 0.148024 0.249585 1.28141 1.33642
0.68 0 0.0106597 0.0474439 -0.05 -0.0413038 -0.00200651 0.152344 0.248693 -0.417432 -1.5148
0.69 0.06 0.0589329 0.0489445 0.05 0.0396852 0.000400931 0.147559 0.232419 -0.539545 -1.73998
0.7 0.06 0.0637943 0.0503938 0.05 0.0482902 0.00263891 0.142375 0.215254 -0.497182 -1.69302
0.71 0.06 0.0640777 0.0517937 0.05 0.0492357 0.00470797 0.137692 0.198676 -0.43951 -1.62268
0.72 0.06 0.0638903 0.0531496 0.05 0.0493689 0.00661473 0.133584 0.182787 -0.382087 -1.55505
0.73 0.06 0.0636657 0.0544672 0.05 0.0494144 0.00836588 0.130042 0.167549 -0.326345 -1.49268
