time(s) ref_x(m) zmp_x(m) cog_x(m) ref_y(m) zmp_y(m) cog_y(m) vel_x(m) vel_y(m) acc_x(m) acc_y(m)
0.23 0 -0.000611618 0.00180477 0 -0.00260792 0.00791588 0.0156623 0.0685198 0.0865667 0.376877
0.24 0 -0.000577805 0.0019658 0 -0.0024569 0.00862026 0.0165514 0.0723907 0.0912612 0.397307
0.25 0 -0.000545981 0.00213596 0 -0.00231481 0.0093644 0.0174895 0.0764747 0.0963556 0.419488
0.26 0 -0.000516031 0.00231576 0 -0.00218114 0.0101505 0.0184806 0.0807895 0.101864 0.443482
0.27 0 -0.000487846 0.00250576 0 -0.0020554 0.010981 0.0195289 0.0853537 0.107804 0.46936
0.28 0 -0.000461323 0.00270655 0 -0.00193714 0.0118585 0.0206389 0.0901865 0.114193 0.497198
0.29 0 -0.000436368 0.00291876 0 -0.00182587 0.0127857 0.0218151 0.0953079 0.12105 0.527069
0.3 0 -0.000412888 0.00314309 0 -0.00172076 0.0137657 0.0230624 0.100738 0.128398 0.558918
0.31 0 -0.000390799 0.00338026 0 -0.00161739 0.0148015 0.0243857 0.10649 0.13626 0.591457
0.32 0 -0.000370021 0.00363107 0 -0.00147708 0.0158963 0.0257903 0.112505 0.144663 0.611624
0.33 0 -0.000350479 0.00389636 0 -0.000937336 0.01705 0.0272818 0.118038 0.153634 0.495018
0.34 0 -0.000332101 0.00417702 0 0.00342569 0.0182313 0.028866 0.115837 0.163203 -0.935335
0.35 0 -0.000314822 0.004474 0.05 0.0439745 0.019341 0.030549 0.105894 0.173404 -1.0532
0.36 0 -0.000298579 0.00478835 0.05 0.0483281 0.0203475 0.0323374 0.0954502 0.18427 -1.03556
0.37 0 -0.000283314 0.00512113 0.05 0.0488491 0.0212507 0.0342379 0.0852384 0.19584 -1.00681
0.38 0 -0.000268971 0.0054735 0.05 0.0489611 0.0220532 0.0362579 0.0753042 0.208154 -0.98003
0.39 0 -0.000255498 0.00584671 0.05 0.0490265 0.0227577 0.0384049 0.0656215 0.221254 -0.956523
0.4 0 -0.000242848 0.00624205 0.05 0.049084 0.0233664 0.0406871 0.056157 0.235187 -0.936358
0.41 0 -0.000230975 0.00666093 0.05 0.0491377 0.0238814 0.0431131 0.0468778 0.250001 -0.919484
0.42 0 -0.000219836 0.00710482 0.05 0.0491883 0.0243045 0.0456918 0.0377512 0.26575 -0.905848
0.43 0 -0.000209392 0.00757531 0.05 0.049236 0.0246369 0.048433 0.0287449 0.282488 -0.895406
0.44 0 -0.000199605 0.00807406 0.05 0.049281 0.0248797 0.0513468 0.0198272 0.300277 -0.888127
0.45 0 -0.000190441 0.00860286 0.05 0.0493235 0.0250336 0.0544442 0.0109665 0.319194 -0.884015
0.46 0 -0.000182289 0.00916359 0.05 0.0493643 0.0250991 0.0577366 0.00213129 0.339292 -0.883036
0.47 0 -0.000174716 0.00975828 0.05 0.0494028 0.0250762 0.0612363 -0.00670984 0.360642 -0.88519
0.48 0 -0.000167654 0.0103891 0.05 0.0494392 0.0249647 0.0649561 -0.0155882 0.383321 -0.890488
0.49 0 -0.000161073 0.0110582 0.05 0.0494736 0.0247642 0.0689098 -0.0245354 0.40741 -0.898955
0.5 0 -0.00015495 0.0117681 0.05 0.0495061 0.0244737 0.0731118 -0.0335833 0.432997 -0.910625
0.51 0 -0.000149264 0.0125213 0.05 0.0495368 0.0240921 0.0775776 -0.0427642 0.460172 -0.925545
0.52 0 -0.000143994 0.0133206 0.05 0.0495658 0.0236179 0.0823237 -0.0521108 0.489035 -0.943773
0.53 0 -0.000139124 0.0141688 0.05 0.0495933 0.0230492 0.0873673 -0.0616565 0.51969 -0.96538
0.54 0 -0.000134637 0.015069 0.05 0.0496193 0.022384 0.092727 -0.0714357 0.552248 -0.990446
0.55 0 -0.000130518 0.0160244 0.05 0.049644 0.0216196 0.0984224 -0.0814832 0.586826 -1.01907
0.56 0 -0.000126754 0.0170386 0.05 0.0496673 0.0207533 0.104474 -0.0918353 0.62355 -1.05135
0.57 0 -0.000123333 0.0181152 0.05 0.0496895 0.0197818 0.110905 -0.102529 0.662553 -1.08742
0.58 0 -0.000120243 0.019258 0.05 0.0497106 0.0187014 0.117737 -0.113603 0.703977 -1.1274
0.59 0 -0.000117477 0.0204713 0.05 0.0497307 0.0175083 0.124997 -0.125097 0.747971 -1.17144
0.6 0 -0.000115024 0.0217595 0.05 0.0497498 0.0161979 0.13271 -0.137053 0.794696 -1.21971
0.61 0 -0.000112879 0.0231272 0.05 0.049768 0.0147655 0.140906 -0.149514 0.844321 -1.27239
0.62 0 -0.00011103 0.0245793 0.05 0.0497854 0.0132058 0.149612 -0.162524 0.897024 -1.32966
0.63 0 -0.000109417 0.0261212 0.05 0.049802 0.0115131 0.158862 -0.176131 0.952977 -1.39171
0.64 0 -0.000107524 0.0277585 0.05 0.0498169 0.00968107 0.168688 -0.190382 1.01221 -1.45846
0.65 0 -0.000100485 0.029497 0.05 0.0498222 0.00770318 0.179116 -0.205311 1.07326 -1.52738
0.66 0 -4.23237e-05 0.0313426 0.05 0.0497412 0.00557295 0.190085 -0.22081 1.12056 -1.57239
0.67 0 0.00050156 0.0332975 0.05 0.0488497 0.00329003 0.200712 -0.235395 1.00491 -1.34472
0.68 0 0.0056394 0.0353267 0.05 0.0403006 0.000916415 0.202307 -0.234571 -0.685941 1.50953
0.69 0.06 0.0542058 0.0373136 -0.05 -0.0406304 -0.00135001 0.194875 -0.218334 -0.800416 1.73785
0.7 0.06 0.0593434 0.0392231 -0.05 -0.0491807 -0.00344719 0.187119 -0.201174 -0.750776 1.69413
0.71 0.06 0.0598867 0.0410579 -0.05 -0.0500747 -0.00537535 0.179934 -0.184568 -0.686196 1.62716
0.72 0.06 0.059944 0.042824 -0.05 -0.0501595 -0.00714074 0.173392 -0.168617 -0.622242 1.56301
0.73 0.06 0.0599499 0.0445278 -0.05 -0.0501593 -0.00874974 0.167479 -0.153281 -0.560352 1.50424
0.74 0.06 0.0599503 0.0461756 -0.05 -0.0501508 -0.0102082 0.162175 -0.138505 -0.500478 1.45092
0.75 0.06 0.0599502 0.0477733 -0.05 -0.0501419 -0.0115215 0.15746 -0.124236 -0.442421 1.4029
0.76 0.06 0.05995 0.0493267 -0.05 -0.0501336 -0.0126945 0.153318 -0.110421 -0.385972 1.36
0.77 0.06 0.0599498 0.0508415 -0.05 -0.0501258 -0.0137313 0.149734 -0.0970109 -0.330925 1.32207
0.78 0.06 0.0599495 0.0523232 -0.05 -0.0501185 -0.0146359 0.146694 -0.0839558 -0.27708 1.28896
0.79 0.06 0.0599493 0.0537772 -0.05 -0.0501118 -0.0154114 0.144187 -0.0712081 -0.224242 1.26057
0.8 0.06 0.059949 0.0552087 -0.05 -0.0501059 -0.0160609 0.142205 -0.0587214 -0.172218 1.23677
0.81 0.06 0.0599486 0.056623 -0.05 -0.0501005 -0.0165866 0.14074 -0.0464501 -0.12082 1.21749
0.82 0.06 0.0599483 0.0580252 -0.05 -0.0500956 -0.0169905 0.139786 -0.0343494 -0.0698587 1.20265
0.83 0.06 0.0599479 0.0594204 -0.05 -0.050091 -0.017274 0.139341 -0.0223751 -0.0191503 1.1922
0.84 0.06 0.0599475 0.0608137 -0.05 -0.0500869 -0.0174382 0.139403 -0.0104836 0.03149 1.1861
0.85 0.06 0.059947 0.0622102 -0.05 -0.0500831 -0.0174838 0.139972 0.00136843 0.0822465 1.18431
0.86 0.06 0.0599465 0.0636148 -0.05 -0.0500796 -0.0174109 0.14105 0.0132243 0.133304 1.18685
0.87 0.06 0.0599459 0.0650329 -0.05 -0.0500765 -0.0172192 0.14264 0.0251271 0.184848 1.19372
0.88 0.06 0.0599453 0.0664694 -0.05 -0.0500738 -0.016908 0.14475 0.0371204 0.237066 1.20493
0.89 0.06 0.0599446 0.0679296 -0.05 -0.0500714 -0.0164763 0.147386 0.0492478 0.290149 1.22054
0.9 0.06 0.0599439 0.0694189 -0.05 -0.0500692 -0.0159225 0.150558 0.0615535 0.344289 1.2406
0.91 0.06 0.059943 0.0709426 -0.05 -0.0500674 -0.0152445 0.154278 0.0740824 0.399684 1.26518
0.92 0.06 0.0599421 0.0725063 -0.05 -0.050066 -0.0144399 0.158559 0.0868802 0.456534 1.29437
0.93 0.06 0.0599412 0.0741157 -0.05 -0.0500648 -0.0135058 0.163417 0.0999934 0.515048 1.32828
0.94 0.06 0.0599401 0.0757766 -0.05 -0.0500639 -0.0124388 0.168869 0.11347 0.575437 1.36702
0.95 0.06 0.0599389 0.0774951 -0.05 -0.0500633 -0.0112351 0.174936 0.127359 0.637922 1.41075
0.96 0.06 0.0599376 0.0792775 -0.05 -0.050063 -0.00989012 0.18164 0.14171 0.702728 1.45961
0.97 0.06 0.0599363 0.0811301 -0.05 -0.0500628 -0.00839913 0.189004 0.156577 0.770073 1.51375
0.98 0.06 0.0599355 0.0830598 -0.05 -0.0500621 -0.00675668 0.197054 0.172011 0.840024 1.57308
0.99 0.06 0.0599399 0.0850736 -0.05 -0.0500525 -0.00495688 0.20581 0.188052 0.911164 1.63503
1 0.06 0.0599957 0.0871782 -0.05 -0.0499576 -0.00299397 0.215206 0.204595 0.967953 1.67348
1.01 0.06 0.0605373 0.0893768 -0.05 -0.049053 -0.000868247 0.224352 0.22016 0.861242 1.43965
1.02 0.06 0.0656729 0.0916354 -0.05 -0.0404916 0.00135767 0.224552 0.220256 -0.821205 -1.42039
1.03 0.12 0.114237 0.0938381 0.05 0.040451 0.00348532 0.215807 0.204884 -0.92777 -1.65414
1.04 0.12 0.119373 0.0959507 0.05 0.0490122 0.00545209 0.206815 0.188535 -0.870687 -1.61554
1.05 0.12 0.119915 0.0979765 0.05 0.0499166 0.0072577 0.198466 0.172691 -0.799104 -1.55337
1.06 0.12 0.11997 0.0999224 0.05 0.050011 0.00890794 0.190827 0.157455 -0.72856 -1.49374
1.07 0.12 0.119974 0.101795 0.05 0.05002 0.0104087 0.183882 0.142791 -0.660471 -1.43921
1.08 0.12 0.119973 0.103602 0.05 0.05002 0.0117655 0.177606 0.128645 -0.594765 -1.38988
1.09 0.12 0.119972 0.10535 0.05 0.0500192 0.0129832 0.171976 0.114968 -0.531222 -1.34561
1.1 0.12 0.11997 0.107044 0.05 0.0500184 0.0140662 0.166972 0.101708 -0.469612 -1.30624
1.11 0.12 0.119969 0.108691 0.05 0.0500178 0.0150186 0.162575 0.088819 -0.409712 -1.27162
1.12 0.12 0.119968 0.110297 0.05 0.0500173 0.0158437 0.15877 0.0762527 -0.351302 -1.24163
1.13 0.12 0.119966 0.111868 0.05 0.0500169 0.0165446 0.155543 0.0639638 -0.294172 -1.21615
1.14 0.12 0.119965 0.11341 0.05 0.0500166 0.0171237 0.152881 0.0519075 -0.238112 -1.1951
1.15 0.12 0.119964 0.114928 0.05 0.0500165 0.0175833 0.150776 0.04004 -0.182919 -1.1784
1.16 0.12 0.119962 0.116427 0.05 0.0500165 0.017925 0.14922 0.028318 -0.128391 -1.16599
1.17 0.12 0.119961 0.117914 0.05 0.0500165 0.01815 0.148206 0.016699 -0.0743307 -1.15782
1.18 0.12 0.11996 0.119393 0.05 0.0500168 0.0182592 0.147732 0.00514048 -0.0205407 -1.15387
1.19 0.12 0.119959 0.120871 0.05 0.0500171 0.0182529 0.147795 -0.00639944 0.0331747 -1.15411
1.2 0.12 0.119957 0.122351 0.05 0.0500175 0.0181311 0.148396 -0.0179628 0.087011 -1.15856
1.21 0.12 0.119956 0.12384 0.05 0.0500181 0.0178934 0.149537 -0.0295917 0.141164 -1.16722
1.22 0.12 0.119955 0.125344 0.05 0.0500188 0.0175389 0.151222 -0.0413284 0.195832 -1.18013
1.23 0.12 0.119954 0.126867 0.05 0.0500196 0.0170664 0.153457 -0.0532157 0.251212 -1.19733
1.24 0.12 0.119952 0.128415 0.05 0.0500205 0.016474 0.15625 -0.0652969 0.307507 -1.2189
1.25 0.12 0.119951 0.129993 0.05 0.0500215 0.0157596 0.159613 -0.0776158 0.364922 -1.24489
1.26 0.12 0.11995 0.131609 0.05 0.0500228 0.0149207 0.163556 -0.0902174 0.423665 -1.27542
1.27 0.12 0.119948 0.133267 0.05 0.0500241 0.0139542 0.168094 -0.103147 0.483951 -1.31059
1.28 0.12 0.119947 0.134973 0.05 0.0500256 0.0128565 0.173243 -0.116453 0.545999 -1.35054
1.29 0.12 0.119945 0.136733 0.05 0.0500272 0.0116237 0.179024 -0.130183 0.610035 -1.39539
1.3 0.12 0.119944 0.138555 0.05 0.050029 0.0102513 0.185455 -0.144386 0.676289 -1.44533
1.31 0.12 0.119942 0.140445 0.05 0.0500309 0.00873423 0.192562 -0.159115 0.744985 -1.50049
1.32 0.12 0.119941 0.142409 0.05 0.050032 0.00706705 0.200367 -0.174422 0.816195 -1.56078
1.33 0.12 0.119945 0.144455 0.05 0.0500242 0.00524374 0.208891 -0.190344 0.888507 -1.62364
1.34 0.12 0.12 0.146589 0.05 0.049931 0.00325847 0.218065 -0.206777 0.946386 -1.66296
1.35 0.12 0.120542 0.148815 0.05 0.0490279 0.00111144 0.227001 -0.222241 0.840684 -1.42995
1.36 0.12 0.125677 0.151099 0.05 0.040468 -0.00113482 0.227 -0.222245 -0.840828 1.42929
1.37 0.18 0.174241 0.153325 -0.05 -0.0404732 -0.00328192 0.218063 -0.206787 -0.94653 1.66229
1.38 0.18 0.179377 0.15546 -0.05 -0.0490331 -0.00526733 0.208887 -0.19036 -0.888653 1.62297
1.39 0.18 0.179918 0.157505 -0.05 -0.0499362 -0.00709083 0.200362 -0.174445 -0.816341 1.56011
1.4 0.18 0.179973 0.159469 -0.05 -0.0500296 -0.00875828 0.192555 -0.159145 -0.745132 1.49981
1.41 0.18 0.179977 0.161359 -0.05 -0.0500374 -0.0102757 0.185447 -0.144423 -0.676439 1.44464
1.42 0.18 0.179976 0.16318 -0.05 -0.0500364 -0.0116485 0.179014 -0.130226 -0.610187 1.3947
1.43 0.18 0.179975 0.164941 -0.05 -0.0500347 -0.0128818 0.173232 -0.116504 -0.546154 1.34983
1.44 0.18 0.179973 0.166647 -0.05 -0.050033 -0.01398 0.168081 -0.103205 -0.484109 1.30987
1.45 0.18 0.179971 0.168305 -0.05 -0.0500315 -0.0149471 0.163541 -0.0902826 -0.423826 1.27468
1.46 0.18 0.17997 0.16992 -0.05 -0.0500302 -0.0157867 0.159597 -0.0776885 -0.365087 1.24414
1.47 0.18 0.179968 0.171499 -0.05 -0.0500291 -0.0165018 0.156233 -0.0653772 -0.307676 1.21812
1.48 0.18 0.179967 0.173047 -0.05 -0.0500281 -0.0170951 0.153438 -0.0533039 -0.251386 1.19654
1.49 0.18 0.179965 0.174569 -0.05 -0.0500273 -0.0175686 0.151201 -0.0414247 -0.19601 1.17931
1.5 0.18 0.179964 0.176072 -0.05 -0.0500266 -0.0179241 0.149514 -0.0296963 -0.141348 1.16637
1.51 0.18 0.179963 0.177561 -0.05 -0.0500261 -0.0181629 0.148371 -0.018076 -0.0872012 1.15768
1.52 0.18 0.179961 0.179042 -0.05 -0.0500257 -0.0182858 0.147768 -0.0065215 -0.0333712 1.15321
1.53 0.18 0.17996 0.180518 -0.05 -0.0500255 -0.0182934 0.147703 0.00500922 0.0203372 1.15293
1.54 0.18 0.179959 0.181997 -0.05 -0.0500255 -0.0181856 0.148175 0.0165582 0.0741198 1.15685
1.55 0.18 0.179957 0.183484 -0.05 -0.0500256 -0.017962 0.149187 0.0281673 0.128172 1.16498
1.56 0.18 0.179956 0.184983 -0.05 -0.0500258 -0.0176219 0.150741 0.0398791 0.182691 1.17736
1.57 0.18 0.179955 0.1865 -0.05 -0.0500262 -0.0171639 0.152844 0.0517359 0.237876 1.19402
1.58 0.18 0.179953 0.188042 -0.05 -0.0500267 -0.0165865 0.155503 0.0637811 0.293926 1.21502
1.59 0.18 0.179952 0.189612 -0.05 -0.0500274 -0.0158875 0.158728 0.0760584 0.351047 1.24045
1.6 0.18 0.179951 0.191218 -0.05 -0.0500283 -0.0150644 0.16253 0.0886126 0.409445 1.27039
1.61 0.18 0.179949 0.192865 -0.05 -0.0500293 -0.0141142 0.166924 0.101489 0.469334 1.30496
1.62 0.18 0.179948 0.194559 -0.05 -0.0500305 -0.0130334 0.171926 0.114736 0.530932 1.34428
1.63 0.18 0.179946 0.196306 -0.05 -0.0500319 -0.0118181 0.177553 0.128399 0.594463 1.38849
1.64 0.18 0.179944 0.198112 -0.05 -0.0500334 -0.0104639 0.183826 0.142531 0.660155 1.43775
1.65 0.18 0.179942 0.199984 -0.05 -0.050035 -0.00896577 0.190768 0.15718 0.72823 1.49221
1.66 0.18 0.179941 0.20193 -0.05 -0.0500358 -0.00731836 0.198402 0.1724 0.798759 1.55178
1.67 0.18 0.179945 0.203955 -0.05 -0.0500278 -0.00551574 0.206748 0.188229 0.870327 1.61388
1.68 0.18 0.180001 0.206067 -0.05 -0.0499344 -0.00355211 0.215737 0.20456 0.927394 1.6524
1.69 0.18 0.180542 0.208269 -0.05 -0.0490311 -0.00142779 0.224478 0.219915 0.820812 1.41857
1.7 0.18 0.185677 0.210526 -0.05 -0.040471 0.000794618 0.224273 0.2198 -0.861653 -1.44155
1.71 0.24 0.234242 0.212724 0.05 0.0404704 0.00291664 0.215123 0.204215 -0.968383 -1.67547
1.72 0.24 0.239377 0.214828 0.05 0.0490305 0.00487566 0.205723 0.187652 -0.911613 -1.63711
1.73 0.24 0.239918 0.216841 0.05 0.0499338 0.00667135 0.196963 0.17159 -0.840493 -1.57526
1.74 0.24 0.239974 0.21877 0.05 0.0500272 0.00830947 0.188907 0.156134 -0.770564 -1.51604
1.75 0.24 0.239978 0.220621 0.05 0.0500352 0.00979591 0.181538 0.141243 -0.703242 -1.462
1.76 0.24 0.239977 0.222403 0.05 0.0500344 0.0111361 0.17483 0.126867 -0.63846 -1.41325
1.77 0.24 0.239975 0.22412 0.05 0.0500328 0.0123348 0.168758 0.112953 -0.575999 -1.36964
1.78 0.24 0.239973 0.22578 0.05 0.0500312 0.0133965 0.163299 0.0994495 -0.515636 -1.33101
1.79 0.24 0.239972 0.227388 0.05 0.0500299 0.014325 0.158435 0.0863082 -0.457149 -1.29723
1.8 0.24 0.23997 0.22895 0.05 0.0500287 0.0151237 0.154148 0.0734812 -0.400326 -1.26818
1.81 0.24 0.239969 0.230473 0.05 0.0500276 0.0157955 0.150422 0.0609216 -0.344961 -1.24374
1.82 0.24 0.239967 0.231961 0.05 0.0500268 0.0163429 0.147243 0.0485838 -0.290851 -1.22382
1.83 0.24 0.239966 0.233419 0.05 0.0500261 0.0167678 0.144599 0.0364229 -0.2378 -1.20836
1.84 0.24 0.239964 0.234854 0.05 0.0500255 0.0170718 0.142482 0.0243946 -0.185615 -1.1973
1.85 0.24 0.239963 0.236271 0.05 0.0500251 0.017256 0.140884 0.012455 -0.134105 -1.1906
1.86 0.24 0.239962 0.237674 0.05 0.0500248 0.017321 0.139798 0.000560825 -0.0830836 -1.18824
1.87 0.24 0.239961 0.239068 0.05 0.0500247 0.0172672 0.13922 -0.0113313 -0.0323642 -1.19019
1.88 0.24 0.239959 0.24046 0.05 0.0500248 0.0170943 0.13915 -0.0232647 0.0182375 -1.19648
1.89 0.24 0.239958 0.241853 0.05 0.050025 0.0168016 0.139586 -0.0352827 0.0689058 -1.20713
1.9 0.24 0.239957 0.243253 0.05 0.0500253 0.0163882 0.140529 -0.0474292 0.119825 -1.22217
1.91 0.24 0.239955 0.244665 0.05 0.0500258 0.0158524 0.141984 -0.0597483 0.171181 -1.24165
1.92 0.24 0.239954 0.246095 0.05 0.0500264 0.0151925 0.143956 -0.0722849 0.22316 -1.26566
1.93 0.24 0.239953 0.247546 0.05 0.0500272 0.0144059 0.146451 -0.0850846 0.275952 -1.29428
1.94 0.24 0.239951 0.249026 0.05 0.0500282 0.0134898 0.14948 -0.098194 0.329748 -1.3276
1.95 0.24 0.23995 0.250538 0.05 0.0500293 0.0124408 0.153052 -0.111661 0.384745 -1.36576
1.96 0.24 0.239948 0.252088 0.05 0.0500306 0.0112552 0.157182 -0.125534 0.441143 -1.40889
1.97 0.24 0.239947 0.253683 0.05 0.050032 0.00992859 0.161883 -0.139864 0.499147 -1.45715
1.98 0.24 0.239945 0.255328 0.05 0.0500337 0.0084562 0.167174 -0.154704 0.558967 -1.51071
1.99 0.24 0.239944 0.257029 0.05 0.0500354 0.00683264 0.173073 -0.170106 0.6208 -1.56974
2 0.24 0.239943 0.258792 0.05 0.0500364 0.00505202 0.1796 -0.186125 0.684697 -1.63415
2.01 0.24 0.239947 0.260623 0.05 0.0500285 0.00310794 0.18677 -0.202803 0.749217 -1.70139
2.02 0.24 0.240002 0.262529 0.05 0.0499351 0.000994112 0.19451 -0.220037 0.798796 -1.74538
2.03 0.24 0.240544 0.264512 0.05 0.049032 -0.00128972 0.201925 -0.23635 0.684258 -1.51734
2.04 0.24 0.245679 0.266537 0.05 0.040472 -0.00368153 0.200313 -0.237254 -1.00666 1.33662
2.05 0.3 0.294244 0.268488 -0.05 -0.0404692 -0.00598345 0.189668 -0.222751 -1.12237 1.56399
2.06 0.3 0.299379 0.27033 -0.05 -0.0490291 -0.00813351 0.17868 -0.207338 -1.07514 1.51869
2.07 0.3 0.299921 0.272064 -0.05 -0.0499322 -0.0101321 0.168234 -0.192497 -1.01416 1.44946
2.08 0.3 0.299976 0.273696 -0.05 -0.0500255 -0.0119857 0.158388 -0.178338 -0.954998 1.3824
2.09 0.3 0.299981 0.275233 -0.05 -0.0500333 -0.013701 0.149117 -0.164825 -0.899116 1.32003
2.1 0.3 0.29998 0.27668 -0.05 -0.0500322 -0.0152842 0.140389 -0.151913 -0.846486 1.26244
2.11 0.3 0.299978 0.278043 -0.05 -0.0500304 -0.0167411 0.132172 -0.139554 -0.796935 1.20944
2.12 0.3 0.299977 0.279325 -0.05 -0.0500286 -0.018077 0.124436 -0.127702 -0.750285 1.16085
2.13 0.3 0.299975 0.280533 -0.05 -0.050027 -0.0192967 0.117153 -0.116315 -0.706365 1.11648
2.14 0.3 0.299974 0.28167 -0.05 -0.0500255 -0.0204047 0.110296 -0.105352 -0.665017 1.07617
2.15 0.3 0.299973 0.28274 -0.05 -0.0500242 -0.021405 0.103841 -0.0947724 -0.62609 1.03979
2.16 0.3 0.299972 0.283748 -0.05 -0.050023 -0.0223013 0.0977629 -0.0845376 -0.589441 1.00718
2.17 0.3 0.299971 0.284697 -0.05 -0.0500219 -0.0230968 0.092041 -0.0746104 -0.554938 0.978246
2.18 0.3 0.29997 0.28559 -0.05 -0.050021 -0.0237944 0.086654 -0.0649549 -0.522455 0.95287
2.19 0.3 0.299969 0.286431 -0.05 -0.0500202 -0.0243967 0.0815824 -0.0555357 -0.491874 0.930962
2.2 0.3 0.299969 0.287223 -0.05 -0.0500195 -0.0249058 0.0768076 -0.0463187 -0.463082 0.912444
2.21 0.3 0.299968 0.287968 -0.05 -0.0500189 -0.0253236 0.0723123 -0.0372702 -0.435977 0.897247
2.22 0.3 0.299967 0.28867 -0.05 -0.0500185 -0.0256517 0.0680802 -0.0283574 -0.410457 0.885315
2.23 0.3 0.299967 0.28933 -0.05 -0.0500182 -0.0258911 0.0640957 -0.0195478 -0.386432 0.876607
2.24 0.3 0.299966 0.289952 -0.05 -0.0500179 -0.0260429 0.0603445 -0.0108093 -0.363814 0.871089
2.25 0.3 0.299966 0.290538 -0.05 -0.0500178 -0.0261074 0.0568128 -0.00211017 -0.342519 0.868742
2.26 0.3 0.299965 0.291089 -0.05 -0.0500178 -0.0260851 0.0534879 0.00658133 -0.322471 0.869557
2.27 0.3 0.299965 0.291608 -0.05 -0.0500179 -0.0259757 0.0503575 0.0152968 -0.303596 0.873537
2.28 0.3 0.299964 0.292097 -0.05 -0.050018 -0.025779 0.0474104 0.024068 -0.285827 0.880697
2.29 0.3 0.299964 0.292557 -0.05 -0.0500183 -0.0254941 0.0446358 0.0329268 -0.269097 0.891063
2.3 0.3 0.299963 0.29299 -0.05 -0.0500188 -0.02512 0.0420236 0.0419054 -0.253347 0.904672
2.31 0.3 0.299963 0.293398 -0.05 -0.0500193 -0.0246555 0.0395642 0.0510367 -0.238519 0.921574
2.32 0.3 0.299963 0.293782 -0.05 -0.0500199 -0.0240987 0.0372489 0.0603537 -0.224558 0.941829
2.33 0.3 0.299963 0.294144 -0.05 -0.0500206 -0.0234477 0.035069 0.0698903 -0.211415 0.965495
2.34 0.3 0.299962 0.294484 -0.05 -0.0500209 -0.0227 0.0330167 0.0796804 -0.199042 0.992511
2.35 0.3 0.299962 0.294804 -0.05 -0.0500169 -0.0218531 0.0310845 0.0897508 -0.187392 1.02158
2.36 0.3 0.299962 0.295106 -0.05 -0.0499701 -0.0209042 0.0292655 0.100057 -0.176425 1.03965
2.37 0.3 0.299962 0.29539 -0.05 -0.0495184 -0.0198536 0.0275528 0.109867 -0.166099 0.922311
2.38 0.3 0.299961 0.295657 -0.05 -0.0452383 -0.0187327 0.0259405 0.111941 -0.156378 -0.507395
