tar_x(m) tar_y(m) tar_th(deg) vel_x(m/s) vel_y(m/s) cog_x(m) cog_y(m) L(0)R(1) STATE(0-2) ZMP_x(m) ZMP_y(m) ax0 ax1 ax2 ax3 ax4 ax5 ay0 ay1 ay2 ay3 ay4 ay5
0.12 0 0 -0.40 0 0.036 0 0 0 0 0.05 0.032095 -0.377803 1.70885 -4.19478 6.11247 -3.93579 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.40 0 0.042 0 0 0 0 0.05 0.0380995 -0.377442 1.60123 -3.80403 5.4558 -3.47096 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.40 0 0.048 0 0 0 0 0.05 0.044104 -0.377082 1.49362 -3.41328 4.79912 -3.00613 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.40 0 0.054 0 0 0 0 0.05 0.0501085 -0.376721 1.386 -3.02254 4.14245 -2.54131 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.40 0 0.060 0 0 0 0 0.05 0.056113 -0.37636 1.27839 -2.63179 3.48577 -2.07648 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.030 0 0 0 0 0.05 0.0264838 -0.340132 1.58487 -3.93767 5.77794 -3.72695 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.036 0 0 0 0 0.05 0.0324883 -0.339772 1.47725 -3.54692 5.12126 -3.26212 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.042 0 0 0 0 0.05 0.0384928 -0.339411 1.36963 -3.15618 4.46459 -2.7973 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.048 0 0 0 0 0.05 0.0444973 -0.33905 1.26202 -2.76543 3.80791 -2.33247 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.054 0 0 0 0 0.05 0.0505018 -0.338689 1.1544 -2.37469 3.15124 -1.86765 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.36 0 0.060 0 0 0 0 0.05 0.0565063 -0.338329 1.04679 -1.98394 2.49456 -1.40282 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.024 0 0 0 0 0.05 0.0208726 -0.302462 1.46088 -3.68056 5.4434 -3.51811 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.030 0 0 0 0 0.05 0.0268771 -0.302101 1.35327 -3.28982 4.78672 -3.05329 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.036 0 0 0 0 0.05 0.0328816 -0.30174 1.24565 -2.89907 4.13005 -2.58846 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.042 0 0 0 0 0.05 0.0388861 -0.30138 1.13803 -2.50833 3.47337 -2.12363 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.048 0 0 0 0 0.05 0.0448906 -0.301019 1.03042 -2.11758 2.8167 -1.65881 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.054 0 0 0 0 0.05 0.0508951 -0.300658 0.922801 -1.72684 2.16002 -1.19398 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.32 0 0.060 0 0 0 0 0.05 0.0568996 -0.300297 0.815185 -1.33609 1.50335 -0.729156 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.018 0 0 0 0 0.05 0.0152614 -0.264791 1.3369 -3.42346 5.10886 -3.30927 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.024 0 0 0 0 0.05 0.0212659 -0.26443 1.22928 -3.03271 4.45219 -2.84445 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.030 0 0 0 0 0.05 0.0272704 -0.26407 1.12167 -2.64197 3.79551 -2.37962 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.036 0 0 0 0 0.05 0.0332749 -0.263709 1.01405 -2.25122 3.13884 -1.9148 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.042 0 0 0 0 0.05 0.0392794 -0.263348 0.906433 -1.86048 2.48216 -1.44997 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.048 0 0 0 0 0.05 0.0452839 -0.262988 0.798817 -1.46973 1.82549 -0.985145 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.054 0 0 0 0 0.05 0.0512884 -0.262627 0.691201 -1.07899 1.16881 -0.520319 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.28 0 0.060 0 0 0 0 0.05 0.0572929 -0.262266 0.583585 -0.688241 0.512138 -0.0554933 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.012 0 0 0 0 0.05 0.0096502 -0.227121 1.21291 -3.16635 4.77432 -3.10044 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.018 0 0 0 0 0.05 0.0156547 -0.22676 1.1053 -2.77561 4.11765 -2.63561 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.024 0 0 0 0 0.05 0.0216592 -0.226399 0.997682 -2.38486 3.46097 -2.17079 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.030 0 0 0 0 0.05 0.0276637 -0.226038 0.890066 -1.99412 2.8043 -1.70596 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.036 0 0 0 0 0.05 0.0336682 -0.225678 0.782449 -1.60337 2.14762 -1.24113 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
0.12 0 0 -0.24 0 0.042 0 0 0 0 0.05 0.0396727 -0.225317 0.674833 -1.21263 1.49095 -0.776308 5.02792e-06 0.00149947 0.173418 -0.285322 0.675442 -0.013431
