time(s) ref_x(m) zmp_x(m) cog_x(m) ref_y(m) zmp_y(m) cog_y(m) vel_x(m) vel_y(m) acc_x(m) acc_y(m)
0 0 8.67362e-19 -0.00416773 -0.05 -0.05 -0.0203471 0.0315962 -0.0955986 0.371997 0.945144
0.01 0 -0.0144062 -0.00383255 -0.05 -0.0463602 -0.0212564 0.0355011 -0.0863436 0.40898 0.905848
0.02 0 -0.0150889 -0.0034573 -0.05 -0.046188 -0.022075 0.0395283 -0.0774007 0.39646 0.882729
0.03 0 -0.0143691 -0.00304244 -0.05 -0.0463703 -0.0228052 0.043419 -0.0686683 0.381675 0.863758
0.04 0 -0.0135473 -0.00258937 -0.05 -0.0465783 -0.0234489 0.0471747 -0.0601114 0.369474 0.847627
0.05 0 -0.0127584 -0.0020993 -0.05 -0.0467781 -0.0240079 0.0508233 -0.0517024 0.360237 0.83417
0.06 0 -0.0120141 -0.00157316 -0.05 -0.0469667 -0.0244834 0.0543939 -0.0434148 0.353888 0.823347
0.07 0 -0.0113132 -0.00101159 -0.05 -0.0471443 -0.0248765 0.0579149 -0.0352223 0.350319 0.815143
0.08 0 -0.0106534 -0.000414939 -0.05 -0.0473116 -0.025188 0.0614137 -0.0270989 0.349429 0.809549
0.09 0 -0.0100323 0.000216697 -0.05 -0.0474692 -0.0254186 0.0649165 -0.0190183 0.351133 0.806566
0.1 0 -0.00944752 0.000883489 -0.05 -0.0476177 -0.0255685 0.0684489 -0.0109545 0.35536 0.806202
0.11 0 -0.00889706 0.00158586 -0.05 -0.0477575 -0.0256377 0.0720361 -0.00288095 0.362067 0.8085
0.12 0 -0.0083793 0.00232447 -0.05 -0.04789 -0.025626 0.0757024 0.00522886 0.371197 0.813462
0.13 0 -0.00789195 0.00310025 -0.05 -0.0480148 -0.0255329 0.079472 0.0134018 0.382715 0.821119
0.14 0 -0.0074332 0.00391434 -0.05 -0.0481325 -0.0253576 0.0833686 0.0216649 0.396604 0.831515
0.15 0 -0.00700136 0.00476812 -0.05 -0.0482434 -0.0250992 0.0874159 0.030046 0.412856 0.844702
0.16 0 -0.00659488 0.00566324 -0.05 -0.0483479 -0.0247562 0.0916375 0.0385732 0.431477 0.860742
0.17 0 -0.00621227 0.00660153 -0.05 -0.0484464 -0.0243271 0.0960573 0.0472755 0.452484 0.879707
0.18 0 -0.00585214 0.00758512 -0.05 -0.0485393 -0.02381 0.100699 0.0561824 0.475905 0.901677
0.19 0 -0.00551319 0.00861634 -0.05 -0.0486268 -0.0232027 0.105588 0.0653245 0.501782 0.926744
0.2 0 -0.00519417 0.00969778 -0.05 -0.0487094 -0.0225027 0.110747 0.0747333 0.530165 0.955011
0.21 0 -0.00489393 0.0108323 -0.05 -0.0487873 -0.021707 0.116204 0.0844413 0.561119 0.986589
0.22 0 -0.00461138 0.0120229 -0.05 -0.0488609 -0.0208127 0.121983 0.0944823 0.594719 1.0216
0.23 0 -0.00434548 0.0132731 -0.05 -0.0489303 -0.0198162 0.128112 0.104891 0.631052 1.06019
0.24 0 -0.00409529 0.0145864 -0.05 -0.0489958 -0.0187135 0.134618 0.115705 0.670216 1.10251
0.25 0 -0.00385988 0.0159668 -0.05 -0.0490577 -0.0175006 0.141531 0.126961 0.712323 1.1487
0.26 0 -0.0036384 0.0174185 -0.05 -0.0491162 -0.0161727 0.14888 0.138699 0.757498 1.19896
0.27 0 -0.00343005 0.018946 -0.05 -0.0491716 -0.0147249 0.156697 0.150961 0.805875 1.25346
0.28 0 -0.00323407 0.0205541 -0.05 -0.0492239 -0.0131516 0.165014 0.163791 0.857604 1.31241
0.29 0 -0.00304968 0.0222481 -0.05 -0.049273 -0.011447 0.173866 0.177233 0.91283 1.376
0.3 0 -0.00287571 0.0240333 -0.05 -0.0493185 -0.00960476 0.183288 0.191333 0.971554 1.44417
0.31 0 -0.00270667 0.0259158 -0.05 -0.0493525 -0.00761804 0.193308 0.206126 1.0323 1.51439
0.32 0 -0.00249599 0.0279013 -0.05 -0.0492986 -0.00548029 0.203866 0.221501 1.07946 1.5606
0.33 0 -0.00180851 0.029992 -0.05 -0.0484326 -0.00319103 0.214083 0.235974 0.963832 1.33403
0.34 0 0.00346452 0.0321528 -0.05 -0.0399076 -0.000812133 0.215268 0.235049 -0.726862 -1.5192
0.35 0.06 0.0521582 0.0342673 0.05 0.0410008 0.0014586 0.207428 0.21872 -0.841056 -1.74659
0.36 0.06 0.0574156 0.0363003 0.05 0.0495298 0.00355921 0.199268 0.201477 -0.791028 -1.70202
0.37 0.06 0.0580717 0.0382545 0.05 0.0504038 0.00549001 0.191683 0.184795 -0.725966 -1.63426
0.38 0.06 0.0582353 0.0401361 0.05 0.0504697 0.00725733 0.184746 0.168777 -0.661448 -1.5694
